Year: 11/07/2024 - 11/07/2025
"Order_ID","Member_Name","Transaction_Date","Transaction_Amount","Merchant_Name","Order_Status"
"0b7822f4-5c98-4f97-aacb-8","Kenny Tan","10-07-2025 10:12:23 AM","95.90","Masakan Malaysia","D"
"1fe2aa0d-974b-4d34-9516-12e3c97469c3","Kenny Tan","10-09-2024 03:21:45 PM","67.69","Jessie Western","D"
"dc2ca713-97f2-4e3a-b3ca-0d8f038659b0","Kenny Tan","10-09-2024 03:22:43 PM","134.21","Jessie Western","D"
"b7ebb7af-4336-4831-89b3-89d0e45e40b7","Kenny Tan","10-09-2024 03:33:15 PM","34.94","Penang Range","D"
"57e6b591-94a9-4569-bf95-50ba0e91c17b","Kenny Tan","10-09-2024 03:43:10 PM","81.05","4F Mongo Japanese","D"
"392610f0-ba21-4225-b018-0b2b03a8b078","Mandy","10-07-2024 04:57:24 PM","15.85","Korean Mix","D"
"8836e8a4-8a6a-42c2-a0b9-bf286f957ff7","Mandy","10-07-2024 04:58:59 PM","87.76","Korean Mix","D"
"665a3014-5b51-4bcf-af9b-e263df86d73f","Mandy","10-10-2024 05:30:37 PM","157.81","Korean Mix","D"
"e98023e7-a1e1-488a-84a9-2ff2b3230fcc","Mandy","10-10-2024 05:32:10 PM","51.91","4F Mongo Japanese","D"
"e8ba889e-c9b4-4984-94f5-6b00dcb21fd9","Candy","10-10-2024 09:09:58 PM","74.16","4F Mongo Japanese","D"
"9d9e72dc-11dd-4398-bfa7-24e1ff0858f7","Candy","10-10-2024 09:10:49 PM","25.21","Masakan Malaysia","D"
"12df3ed9-fb0f-4d26-b106-265bf6655d30","Candy","10-10-2024 09:14:39 PM","17.70","Masakan Malaysia","D"
"7593f50f-2fd4-43ba-a70a-975f5fe7f336","Candy","10-10-2024 09:19:10 PM","52.95","Penang Range","D"
"6a06bf92-2fc1-47a1-886e-5a346c31d035","Candy","10-09-2024 09:25:00 PM","19.05","Korean Mix","D"
"2f3fd51e-f791-4990-bda5-efd27b6207c1","Candy","10-09-2024 09:26:07 PM","52.94","Penang Range","D"
"9408fe4d-ed0b-48c1-bb5c-d206d9696f85","Candy","10-09-2024 09:31:50 PM","38.12","Penang Range","D"
"0900a24a-6911-497b-99af-e670d8a5d51e","Candy","10-09-2024 09:33:00 PM","88.96","Penang Range","D"
"10b238b4-1628-4dfb-8164-007527172614","Candy","10-09-2024 09:35:40 PM","140.91","4F Mongo Japanese","D"
"ad4ec008-f049-4aab-a507-8ad60f5b9f9d","Gandy","10-09-2024 09:45:16 PM","32.60","Masakan Malaysia","D"
"2ec32ba5-9b2e-4f14-8e7c-1dfebcb23253","Gandy","10-09-2024 09:46:35 PM","100.54","Masakan Malaysia","D"
"a282b785-246d-429d-aebc-d2a3dc7fe2db","Gandy","10-09-2024 09:47:29 PM","97.40","Penang Range","D"
"60b18f55-cb82-42c2-97af-5f5df2e96479","Gandy","10-09-2024 09:48:51 PM","254.33","Jessie Western","D"
"fd515f73-d428-452b-97a3-5b15ee9e6a6e","Gandy","10-09-2024 09:50:19 PM","64.61","Korean Mix","D"
"02da52da-38f8-4fda-92a4-f1a563c88f83","Gandy","10-09-2024 09:51:05 PM","33.90","4F Mongo Japanese","D"
"0ede2e55-c401-4c17-a101-da38fcfe88d6","Mandy","10-09-2024 10:24:35 PM","39.03","Masakan Malaysia","D"
"a523ea6a-c8fa-4d55-bd37-e3664b161b37","Mandy","27-06-2025 01:15:37 PM","31.75","Masakan Malaysia","D"
"4e2ec280-600d-4367-a9b3-66e668d1ca66","Mandy","13-04-2025 12:27:15 AM","25.40","Masakan Malaysia","D"
"25d129ee-2285-4039-89a4-f28d80bc2064","Mandy","26-05-2025 08:14:28 PM","28.59","Masakan Malaysia","D"
"0e016c76-d98c-431a-8539-ae6568154648","Mandy","09-03-2025 12:08:00 AM","16.95","Masakan Malaysia","D"
"fbbe1ec9-8edc-42f6-a85a-dedacf93ccbb","Mandy","31-03-2025 01:13:32 PM","142.52","Masakan Malaysia","D"
"b23d47d7-b145-4538-a71e-440a15f264fe","Mandy","07-08-2024 07:10:10 AM","6.15","Masakan Malaysia","D"
"5f9db123-ace3-40a2-b2ec-504002edd2fb","Mandy","15-05-2025 06:29:57 PM","50.85","Masakan Malaysia","D"
"f98b3783-a7fd-40ae-9db5-b8adf569df4b","Mandy","16-06-2025 06:08:35 PM","31.75","Masakan Malaysia","D"
